tsne_dim1,tsne_dim2,top_attribute_variance,top_attribute_values
4.8344913,-17.06051,6,5
-48.433403,23.375572,2,8
19.691668,26.684423,1,0
-25.380701,33.878662,0,3
19.967745,-22.327553,3,5
11.736029,27.545328,1,0
24.397627,1.8815684,4,7
45.94764,0.67025155,0,0
4.2484946,-16.231762,0,5
-30.819765,-32.996346,7,6
38.629536,30.260876,7,7
-29.287745,36.482018,8,3
8.199403,36.084522,5,7
3.939434,9.418066,7,0
-24.977545,-34.25041,8,6
7.532858,33.61703,1,0
-28.88494,36.20925,2,3
30.481321,8.465879,5,3
-44.778088,22.788218,5,8
41.773136,18.907421,0,4
7.5847993,8.839819,7,7
-53.07129,-2.537589,4,4
2.914033,-15.371635,3,8
-46.173233,-26.615934,3,6
-18.677536,-15.798897,5,1
-48.543797,-30.27876,2,6
-25.49163,-48.521088,3,6
-48.40198,23.29076,0,8
9.243538,1.2396777,3,0
25.903755,23.642775,7,0
-11.752922,4.877938,5,3
-20.404076,-44.760277,3,6
23.717356,10.502825,6,0
-27.211382,-43.79479,4,6
-22.318108,-35.901875,0,6
38.815598,30.06931,7,7
8.401332,36.08897,5,7
-41.43708,29.308802,6,2
-40.224422,22.703827,1,2
18.017757,19.836544,0,7
42.878273,21.43277,0,4
-38.73068,-29.29558,1,6
29.715025,29.344135,6,0
-41.014294,-30.964876,5,6
4.203009,-0.22056653,4,5
19.877138,20.601835,4,0
-23.314034,-48.373943,0,6
37.151245,-1.2735705,3,4
14.130967,35.72526,7,2
-4.2714825,20.315903,4,5
40.463676,25.806103,7,1
-15.833309,-36.545647,8,6
46.812508,4.450001,2,4
15.906535,-13.982726,3,7
50.274437,6.8147564,4,4
-3.294823,-7.3180246,5,7
42.213608,6.198315,0,0
31.553217,28.164303,0,2
6.4300714,-10.755007,0,5
-46.36581,-32.831394,4,6
54.00791,10.587853,7,7
-34.537804,-38.158913,7,6
35.136402,-5.3489347,4,4
31.326279,-10.207621,7,7
-1.5412093,-13.220379,0,8
-48.02035,-34.953007,5,6
-18.74226,-45.098763,0,6
45.965965,14.189397,2,4
8.635998,-8.075787,2,3
41.310547,11.594313,3,7
-47.07802,23.287151,8,8
-37.74187,-24.782324,3,6
18.957273,37.653824,6,0
6.5471225,-13.421896,7,7
50.550774,13.053097,6,4
-39.941246,-25.392282,2,6
32.031353,-12.867131,8,4
4.137594,-7.284748,3,5
-9.308219,21.15307,7,1
-43.7945,-23.868212,3,6
7.166986,26.396925,1,5
-6.992609,16.389086,4,5
-32.14784,-34.58867,0,6
15.744895,-13.576153,3,7
37.098267,12.825742,7,1
-19.487232,-31.034052,0,6
33.266586,0.36467305,5,4
15.87048,-8.473605,6,5
-8.368886,18.381556,1,0
12.623223,-18.054083,6,7
-28.68234,-42.73261,1,6
22.495691,-20.8304,3,0
17.766047,4.2234297,7,7
-34.611343,-31.482094,3,6
-13.892975,4.094055,6,3
-16.776344,-38.607395,4,5
1.7964833,-10.766711,5,1
20.553019,1.9530829,8,0
-23.106928,-20.134226,4,8
-4.289694,-0.9996499,1,5
-22.22186,-47.36019,6,6
11.097516,19.523182,6,0
12.668888,6.630737,5,7
43.558517,14.138905,5,0
-18.40321,15.58095,7,3
17.685995,-19.014488,5,4
-18.434072,-41.686283,1,6
-50.03201,-1.093697,7,4
26.110668,19.946798,0,0
40.30971,6.237744,5,0
23.118626,-13.318569,0,3
15.560622,21.489923,7,7
-46.455193,-20.882607,7,4
-48.014088,21.244072,1,8
-0.4120549,12.135118,0,7
46.31943,24.718052,2,0
-22.725298,-51.074955,7,6
-42.882587,-16.931017,6,4
48.59603,13.096064,8,0
24.250322,24.898201,3,0
36.13997,-13.121318,3,4
40.886383,-0.8051007,0,0
-13.189114,15.570885,7,2
17.950129,23.399986,0,0
-38.166245,-32.721,3,6
13.331813,38.097813,0,2
-18.59253,-26.578651,5,6
-27.49413,-44.406822,4,6
-17.675583,-14.427714,3,1
-9.971997,-6.4216,2,8
-17.783064,-35.74119,3,6
16.880959,-12.48295,1,7
-1.6987883,-4.3445745,1,7
20.187178,24.849283,1,0
25.033031,-10.81851,4,0
29.21683,8.050015,5,3
-31.88915,15.637744,4,5
-13.758719,-38.94439,0,6
5.547299,19.831875,6,7
-0.33079895,-3.6895907,0,7
-1.7681334,14.104019,5,7
-38.768806,-29.46564,5,6
2.3651202,-13.96753,0,3
23.502256,-4.9796686,5,7
-44.660973,26.472971,8,8
44.725307,-4.3590665,4,4
-11.775522,8.82879,3,7
0.584411,10.475194,7,0
19.221369,15.76256,8,7
-4.343018,22.385025,1,5
-46.7995,-23.961475,8,6
-32.372326,-47.075302,0,6
-30.035162,-41.96411,3,6
49.317207,10.057301,3,0
-45.990116,-27.115788,3,6
19.256367,-18.3646,0,7
-9.872862,-6.370452,2,8
12.801961,24.875587,5,0
-13.210644,20.84957,0,2
-40.06677,22.660192,1,2
49.500263,19.06785,8,4
4.9051237,32.543808,0,0
-14.491043,-33.91864,5,6
37.2569,3.7731755,6,4
23.209179,-9.65668,0,5
27.83997,5.0573745,8,7
-43.94217,-24.098736,0,6
46.003323,9.65341,7,0
10.968082,3.0738618,5,7
-4.5890775,11.1340685,1,7
22.63112,1.4335548,2,0
-21.22602,-35.19778,5,6
4.4816213,20.920973,5,8
16.808464,1.6515878,7,5
45.958965,21.454168,1,4
6.255766,2.7261302,7,3
6.2166324,9.221847,5,0
-30.459244,-30.135973,7,6
48.272705,16.679869,5,0
-45.997063,27.88421,0,8
21.928545,12.363094,8,7
-48.585934,-30.21923,2,6
23.522457,6.748395,0,7
0.29884735,16.059128,6,7
-43.584873,-27.129045,4,6
-46.971615,26.594692,2,8
9.588282,-22.05626,2,3
8.08219,24.990288,6,0
4.759221,-12.021855,7,3
41.78689,11.301165,6,7
27.595377,9.576396,0,7
43.43949,3.7864368,3,4
28.964521,-0.024344072,0,4
-16.063202,7.476991,3,3
-11.5337,21.411938,8,1
-47.71266,20.093979,7,8
-48.402946,19.924114,6,8
-8.266751,18.11759,1,0
0.69507784,2.6851017,7,7
-42.070095,-31.336039,0,6
-15.535451,9.594221,2,3
17.236752,5.752112,7,7
-9.833835,-6.3049474,2,8
-44.846798,-30.536213,0,6
-24.488684,-30.75747,3,6
20.845009,-17.924383,3,7
18.156107,24.606155,8,0
-27.735083,-50.58359,3,6
12.755047,-15.947541,3,5
10.414614,-6.184371,1,3
20.44097,-14.101882,0,4
-32.22581,24.940987,2,2
22.72795,-16.441105,5,7
-43.96699,-17.503822,6,4
1.971874,13.839179,7,7
-28.975481,31.046053,0,3
51.975334,16.966946,2,4
-31.784119,25.37782,7,2
28.868141,-6.339111,7,7
47.849983,13.727098,7,0
-27.93987,-37.86788,8,6
-26.996655,-27.337244,6,6
-3.057058,25.144335,6,5
8.353502,29.452448,6,0
22.175203,-12.73352,3,4
48.682293,16.811861,5,0
-33.31096,15.008943,6,5
-24.622646,-45.98548,6,6
11.118425,-5.710477,1,3
18.613003,16.524042,0,7
10.815764,-1.9954588,3,3
14.220723,19.266945,6,0
-22.842768,-29.553125,3,6
-10.495736,19.316563,5,7
-11.975812,21.435083,8,1
35.919186,12.743583,0,6
-6.01791,7.371385,7,3
39.700348,-5.4412866,0,7
-27.686098,-19.271801,1,6
40.776127,5.8500013,5,0
52.47593,10.631015,0,7
-21.457685,-35.955276,7,6
16.957014,-20.507706,4,4
29.818947,1.0536351,3,5
-37.676586,-28.631372,0,6
24.49974,11.3806925,7,0
-15.568836,14.46918,6,3
8.135501,-7.448489,2,3
-17.498117,-15.381695,0,1
21.649538,23.693348,8,0
-39.758755,-35.5578,7,6
34.37977,-0.2926046,4,4
-45.632786,20.610727,1,8
-32.68066,15.674995,6,5
41.28976,2.1361828,0,7
-38.561913,-32.68099,4,6
6.3845096,-5.207084,1,5
4.5259075,16.45639,3,0
20.717342,5.1167083,7,7
-31.946096,25.361883,7,2
15.776789,40.25067,8,1
-3.8160903,8.005911,5,5
-2.2116659,31.274118,6,6
-37.521885,-32.95955,7,6
2.3567872,-2.475633,6,5
-11.189939,16.572628,1,7
-39.714684,-23.093933,0,6
-21.723658,-49.653687,7,6
9.802548,-22.171804,2,3
31.029234,-6.741626,6,0
-27.302841,37.865227,0,3
45.1184,18.612877,7,7
37.83015,23.065401,0,7
-11.20443,6.4822474,7,3
-49.355194,-3.3476322,4,4
49.21069,13.551218,3,0
-35.221165,-38.159096,7,6
-13.700374,6.833815,7,7
20.656143,25.118921,0,0
-30.207878,33.171444,2,3
-24.168829,-40.836914,1,6
12.595071,-18.049044,6,7
20.250845,-7.6313066,8,1
-48.598755,-3.536767,8,4
-35.193108,-41.548283,1,6
8.07689,6.6317096,0,7
-33.54174,13.676692,2,5
-33.212795,-43.950745,4,6
1.3631216,-0.9459371,3,5
29.948696,8.241188,5,3
42.288292,16.767618,1,4
-15.82412,-40.50873,7,6
-32.475624,15.097581,2,5
49.480198,11.00422,0,4
11.049231,22.159782,6,7
-6.645529,-1.2886184,7,5
10.038279,-10.143361,7,5
-40.517376,-26.292553,4,6
-4.4028387,23.543253,7,5
-13.29296,10.309189,6,0
37.924477,27.06296,7,1
13.975899,-12.383107,7,5
-9.708935,6.652864,6,7
14.126116,-18.69466,7,4
-17.82961,-33.772564,0,6
2.6402173,-0.10852631,8,5
33.096745,-4.7533035,4,4
-20.468536,-35.520283,2,6
9.774241,22.048159,7,5
3.1270182,11.599382,6,7
-29.02836,35.057335,0,3
-35.14645,-36.68422,0,6
14.931762,14.788188,1,7
-28.082842,-42.750538,0,6
10.733152,36.485073,4,0
13.598158,-7.3103538,3,4
-17.754436,-29.502235,6,6
-17.612772,-17.049713,3,1
-47.324924,20.25242,5,8
16.01528,-21.982882,7,4
-13.906964,-39.29725,1,6
33.021976,10.755124,5,0
-11.343413,6.2990384,7,3
21.13767,-5.0967407,3,7
-51.149452,-2.7348065,1,4
-27.591444,-19.159481,1,6
29.928793,-2.041464,7,0
-17.468351,-36.20529,2,6
39.56554,2.1392531,0,7
-31.099453,-38.102657,4,6
7.4475317,3.5680737,2,8
43.260044,4.730992,8,4
28.687557,12.334292,6,0
47.057266,11.008524,5,4
49.171177,12.097542,1,7
-45.56375,-36.018147,0,6
15.895106,40.129837,8,1
-33.28244,24.892973,4,2
-24.884447,-47.14979,0,6
-6.699363,6.695903,6,3
-47.48705,25.679567,0,8
-3.7976701,3.3121693,3,7
29.919867,12.654506,1,8
13.835115,23.043932,7,0
13.937358,-18.654413,7,4
14.736127,14.677324,1,7
9.425409,19.65389,7,5
14.95194,-11.245907,0,3
23.6676,24.74415,3,0
-29.09202,-47.90959,2,6
0.750666,18.292152,5,7
-27.759094,-39.049057,4,6
-49.128674,-32.983967,0,6
29.557762,-6.6433654,7,7
22.020792,-5.6421127,4,1
-0.87538743,3.1930296,5,7
-29.874168,37.39484,0,3
21.766739,34.43638,7,0
19.92039,21.388306,1,0
-46.98151,-23.945024,8,6
-48.04357,27.215511,1,8
21.758621,-17.603937,3,7
20.401508,17.184454,7,0
-46.47982,-21.81376,7,4
9.226743,26.180395,2,0
-23.030468,-24.284513,5,6
-41.60965,-27.843882,2,6
35.175552,-8.218408,0,3
16.959038,5.9313593,7,7
12.604075,16.528938,3,8
23.871923,15.358066,7,7
-15.810384,-18.616959,3,1
2.3502452,6.432934,2,7
0.66182333,-15.438959,0,3
-42.776604,-40.647373,8,6
-29.650982,-32.520306,0,6
5.4491,26.664446,5,5
-27.760462,-42.999695,1,6
-19.661814,-35.27582,2,6
-5.0740685,4.9213157,0,5
-18.987082,-14.828693,0,5
-34.62704,-22.203554,7,6
-28.72762,32.196156,2,3
-15.833111,-34.265793,5,6
27.135593,32.51944,3,0
-46.925133,28.208544,0,8
46.703426,15.459214,7,7
-18.910866,-12.673792,4,8
-53.078125,-1.2454995,1,4
-30.508842,35.588524,2,3
36.911728,-2.441107,0,4
-32.737732,-36.46164,3,6
52.522476,13.64142,2,7
-36.92362,-28.142607,1,6
-13.494318,8.390977,0,3
44.79905,-3.076403,3,7
19.523119,34.744034,7,7
-49.800957,23.909897,5,8
15.663769,18.122223,1,0
17.604868,-8.396224,7,7
10.629901,4.336301,7,7
20.505903,16.692266,7,0
-28.75857,-25.682674,5,6
-51.810757,-2.0572584,6,4
5.738669,18.285107,0,0
25.664927,-6.8399305,3,0
16.5969,29.425,2,7
4.5003257,-9.403398,2,5
18.793022,-5.7508516,2,7
4.8102984,2.817854,5,7
29.960745,-11.224132,0,4
33.46527,4.0455074,4,7
25.173138,2.6257539,3,0
-16.52267,11.259464,5,7
28.671772,10.99786,2,0
-5.4919314,-7.2028666,0,5
-19.410439,-33.09289,2,6
-1.0157579,10.464289,3,7
29.195147,14.342997,6,0
-48.32441,-39.331005,6,6
-47.976707,27.776575,6,8
-2.3081565,17.752808,1,5
-52.067894,-0.87712234,1,4
-37.06393,-29.27962,3,6
-17.88709,-31.77676,4,6
17.119518,15.909586,4,0
-37.222466,-17.09624,0,6
-28.762503,-47.6416,2,6
20.725784,-21.333288,2,4
-35.199,-42.077816,1,6
-28.470724,-24.199537,7,6
3.1904752,-1.9075056,1,5
-41.801834,-17.003176,0,4
-47.24673,24.160416,5,8
-32.096672,-18.675459,5,6
20.353424,32.507763,6,0
0.9214701,10.2830515,7,0
9.65987,-13.665903,7,5
36.29266,10.578543,0,4
21.523058,30.775408,2,0
17.24907,38.595634,3,0
-42.11222,-33.70741,6,6
28.33695,18.946423,4,0
7.3162527,8.744017,4,0
22.034065,-15.03175,7,7
-49.020042,-0.993269,5,4
8.910624,9.31782,0,7
-10.82264,20.135166,6,1
-0.0078008776,-9.333928,6,7
37.908306,-2.8553467,0,4
33.255123,6.268781,6,4
-3.1383128,19.653887,7,5
39.328655,8.401906,0,7
14.263176,40.00658,5,1
-15.848513,-17.160519,3,1
-15.110255,5.0420446,5,3
46.3137,9.012978,0,0
12.71377,26.360771,3,0
-33.0678,15.753773,2,5
-1.4671113,-13.258556,0,8
12.915748,39.24223,4,1
20.547186,16.37447,7,0
33.386395,12.09626,7,0
5.6718383,25.881718,1,5
-20.935017,-49.46142,7,6
24.41727,34.786114,0,0
-11.347388,26.059523,5,8
-49.51963,-3.8353176,8,4
-18.736984,-47.793842,7,6
10.047356,-7.9839854,8,3
-51.99445,-2.6037831,1,4
-25.339678,36.785633,7,3
0.04084617,10.589822,7,0
-44.65083,-28.716377,1,6
6.6094546,-19.950174,7,5
7.5048733,-21.894741,0,3
4.0371575,2.9868822,7,0
-49.69987,0.528852,0,4
-30.107855,-35.97594,3,6
-4.53903,20.45693,4,5
6.675147,-5.8233805,7,5
16.577436,-4.3587103,4,1
31.242523,-12.376939,8,4
22.450703,24.35199,5,7
14.549974,-6.4238214,7,0
-6.73988,24.753826,7,5
-25.999435,-25.864004,6,6
14.09713,-12.5891695,7,5
16.731232,30.85495,2,0
-7.130672,9.959105,5,3
-32.017757,-49.118732,0,6
6.9233294,1.7565887,8,3
-18.456484,-16.171597,6,1
4.379611,-7.8594756,7,5
-5.5037274,10.6121855,7,7
11.764612,-4.692073,0,3
-30.484745,-37.011326,6,6
24.892223,16.440966,4,0
-35.058258,-41.70752,1,6
29.395578,21.639725,4,0
-26.006792,37.556152,2,3
33.906986,5.2333455,4,0
27.20713,5.634784,8,7
16.461775,-7.873069,6,5
-37.24998,-41.298363,2,6
11.380501,1.4061087,1,0
-52.005215,-1.5139346,7,4
-4.5877395,27.894178,7,6
-34.864815,-27.292536,0,6
3.7627563,7.2778997,1,0
1.7615083,21.600088,7,5
-9.996906,2.6384158,7,7
-23.421446,-51.912975,6,6
8.736768,15.781593,8,7
50.40976,19.989773,6,4
24.131382,17.486057,8,0
28.200241,18.535952,4,0
-45.4169,23.939623,0,8
31.377699,-8.03094,4,1
46.454613,12.24215,5,4
41.98129,23.321976,3,4
-39.528576,-37.223717,3,6
-16.584597,-38.4381,3,5
-8.62276,17.69515,1,0
8.379286,26.990007,2,5
-50.953693,-0.93249977,6,4
-46.704933,27.770195,0,8
21.34054,25.349209,6,0
34.796352,19.97917,4,7
-38.992825,-20.307775,4,6
-41.470745,22.04365,0,2
38.68249,3.6978717,5,4
-36.71404,-31.585337,4,6
37.641373,27.161877,4,1
23.753096,15.557771,7,7
13.033573,-18.057377,6,7
-31.041986,-20.795202,1,6
-46.11203,-35.72404,0,6
-50.333103,-0.45052084,3,4
14.802834,-1.8855549,0,2
23.45865,3.380346,4,0
31.458376,19.315268,8,7
-4.8343534,16.196081,7,5
40.990307,-1.1931088,0,0
-33.50526,15.303618,2,5
-15.810478,19.875463,4,1
29.856586,24.476374,7,4
13.603519,35.776424,7,2
-44.619602,-24.704412,8,6
-29.12408,33.876694,2,3
-16.327082,-30.059479,0,6
35.348217,10.039484,0,4
45.512127,-2.7369998,3,7
37.363667,13.271539,2,1
-29.461393,-26.399736,4,6
-33.849415,-29.139982,3,6
-27.451101,-38.444523,8,6
-50.719456,-5.0687375,3,4
42.908665,-0.7052367,7,7
-17.82175,-17.432808,3,1
-0.7885118,7.311153,0,0
12.30773,4.2144375,3,7
-30.026556,-31.084219,0,6
19.29626,-13.287587,3,7
-45.08912,27.084372,8,8
6.302808,25.431576,5,0
-13.668938,18.353506,8,5
-12.027895,13.539165,0,0
-31.769363,26.28368,6,2
33.385384,-11.137923,3,7
16.429083,6.13003,7,7
52.30282,8.879636,1,4
41.324097,-9.713644,4,8
-31.991436,14.521368,2,5
-46.52556,26.304512,2,8
29.114113,8.225715,5,3
23.203287,-4.3831587,5,7
-3.1575382,7.888276,7,5
-46.11109,23.976637,6,8
15.383933,21.995539,7,7
-44.274147,-25.173422,7,6
28.541105,11.447733,5,0
-19.154852,-37.08165,0,6
22.00287,-22.82758,1,4
-17.308275,15.580951,1,3
26.318554,11.396033,2,0
-25.077024,-35.551456,2,6
-49.148434,-2.3812354,7,4
14.590701,9.283828,0,7
-17.389313,-45.407234,0,6
-48.16957,-39.32091,6,6
14.801282,18.901804,4,0
-45.454082,22.218775,0,8
-21.383057,-35.131447,5,6
43.42488,-4.1037965,7,4
34.36834,-12.819088,7,4
-0.87338626,14.689341,6,7
22.505997,28.268799,0,7
18.513994,13.645377,5,7
-35.031734,-19.74782,0,6
46.92396,-1.4234205,0,4
23.260977,13.099664,0,0
-29.487259,35.273888,0,3
35.993015,4.433208,1,4
-6.5297055,7.22936,6,3
-49.342243,-4.592295,0,4
1.4726008,2.1480086,5,5
-24.118782,-51.4935,6,6
-25.961039,-38.36826,2,6
3.777759,-11.448068,3,3
12.131414,9.113399,0,0
-26.029337,-31.026611,1,6
15.437644,-14.9632,5,7
17.637302,9.943022,5,0
-49.408318,-33.70453,0,6
-30.842707,35.22708,6,3
34.987766,-13.949935,0,4
37.563213,5.0937634,4,4
-20.256977,-32.987537,6,6
-51.582058,-1.5936605,0,4
45.81175,-1.5152981,7,4
20.108585,-19.772488,1,7
-27.963015,35.884995,8,3
-37.314457,-33.291107,7,6
42.075577,5.02215,8,0
10.567761,11.219597,8,0
7.913715,29.464664,0,0
-7.842019,3.2558076,2,3
24.432688,-3.5386577,4,0
9.122964,19.861362,7,5
-44.065422,-17.71518,6,4
-29.917015,-29.429697,4,6
-47.411716,21.7291,1,8
18.705551,3.309514,2,7
1.620606,8.959888,7,7
23.344028,-1.8346436,5,7
-50.314842,-3.669068,0,4
-48.90385,-28.850613,6,6
33.371098,-8.012181,7,3
36.919212,11.729711,0,4
22.50619,31.893806,0,7
-29.696281,35.76079,0,3
-28.901556,-41.794388,5,6
-29.300066,-36.391388,6,6
16.16434,21.159834,3,0
-49.854656,21.49297,6,8
-27.84555,-22.88076,2,6
48.143635,10.231718,4,4
44.90946,7.7541046,4,0
10.076808,33.002373,0,0
-16.894743,-34.310894,7,6
-3.9047596,5.342151,8,5
3.9113078,-3.860193,4,5
23.27489,32.76703,6,0
-10.087257,8.32348,5,7
-33.60156,14.800194,6,5
34.3191,0.1017052,4,4
10.9779,1.4271806,1,0
8.9835825,6.1799836,0,7
-48.57568,25.11201,4,8
-8.59534,5.4231286,7,7
-3.6747806,5.3886294,8,5
25.903597,-18.321825,5,4
1.9297309,26.628685,3,0
-46.0222,19.859898,4,8
18.173616,-19.447197,0,4
29.59607,10.096571,0,0
-29.297201,-20.511591,3,6
2.3682625,6.9551053,2,7
1.7496817,8.2381735,7,7
-26.043528,-35.848595,4,6
-39.021103,-34.01865,2,6
-27.78351,-35.40363,7,6
25.870388,8.3745,6,3
-20.373016,-43.85941,3,6
36.73378,-1.3705429,3,4
37.967564,13.54816,8,1
-18.115356,13.969075,5,7
21.567883,31.020231,2,0
4.6024475,-0.037452236,4,5
-19.234861,-42.39684,1,6
20.478445,-21.009708,2,4
40.329155,22.45968,0,0
-50.045223,22.338339,8,8
10.087096,36.02806,4,0
37.588024,11.697095,7,4
30.654377,17.745142,0,0
41.651264,18.132832,0,4
-26.027308,-33.315514,3,6
14.098642,-6.2743692,5,0
29.399576,-2.8776224,3,0
34.23279,2.20631,3,4
39.8946,-10.934959,4,4
39.02805,6.450583,4,0
-1.1280305,-6.2198434,3,7
-35.38324,-31.187782,8,6
-41.566944,24.441658,0,8
-35.94369,-39.84763,0,6
42.651955,-4.1840715,7,4
-9.253699,21.057785,7,1
-51.54967,0.03257804,4,4
-26.094944,-38.20698,2,6
40.612,1.3962864,1,4
-28.120384,-22.703989,2,6
7.3104725,33.465313,3,1
-41.155174,-31.409693,5,6
-26.828173,-47.347588,6,6
19.143772,-3.3873258,0,3
7.073996,16.04369,0,0
22.601845,7.402571,0,3
37.72216,0.684701,0,4
34.357986,2.3697371,7,4
50.64992,4.70255,0,4
10.702735,4.048818,7,7
19.279295,10.071289,7,7
-9.902992,22.574251,0,1
13.040644,0.28470102,8,2
23.918306,8.143163,4,7
-6.7961693,24.891733,7,5
41.270294,-3.908016,0,4
16.51485,34.9388,7,1
-44.911213,20.87571,6,8
15.844308,7.4030185,0,2
20.992924,-4.8185725,3,1
-27.478148,36.98457,0,3
9.9433565,-20.066973,7,3
16.793495,2.743696,3,0
-34.3759,-38.15873,7,6
5.4246273,20.618677,6,5
37.59001,2.314057,3,7
-11.763371,-40.914806,2,5
9.98376,-12.925498,6,5
-20.16067,-46.593052,0,6
-26.441505,37.40232,2,3
28.333838,-16.165949,0,2
6.031813,-11.220625,0,5
20.446152,2.847872,8,0
-36.090725,-43.047016,1,6
2.0700908,4.363208,7,7
-45.46869,21.65965,0,8
33.3215,8.57421,0,0
7.251625,29.960646,0,0
-7.8831134,10.593819,6,3
29.401745,-3.6436846,3,0
12.642256,-12.237884,4,5
-34.929565,-33.812996,1,6
7.907424,23.56041,0,5
36.127335,15.254245,1,8
-27.955984,34.799206,2,3
22.592468,10.491544,6,7
16.71249,9.829359,5,0
19.714851,10.779173,8,7
15.609875,11.489222,7,0
3.9191868,4.6935344,2,7
26.823645,21.253975,8,0
0.68514353,-9.630185,6,7
46.609383,4.1472297,2,4
31.325562,-13.734517,3,7
-22.75779,-37.675644,6,6
-1.2716508,9.786464,3,7
-32.549118,25.543121,7,2
29.504293,11.365919,2,0
-11.911579,-30.75654,4,6
43.28294,-0.13135332,7,7
45.142365,19.336752,6,0
2.7776651,17.571878,3,5
-19.297882,-41.410854,1,6
-29.211798,33.23104,2,3
-15.8542795,-40.441124,7,6
-39.89139,-32.853592,2,6
-16.418428,-31.68583,0,6
-0.30895472,13.419847,0,7
9.148431,36.815052,0,0
-40.760754,-34.289165,0,6
21.960314,10.216698,6,7
19.976755,6.3780065,8,0
-17.11283,-32.892525,4,6
30.506958,30.373999,1,0
-30.599709,-38.727814,6,6
-20.450403,-45.901142,0,6
1.9808437,17.378334,3,7
2.1085694,22.33759,8,5
22.404785,-10.970838,8,4
49.56584,8.632607,0,4
38.820374,8.309736,0,7
9.452246,-19.421185,7,3
-33.000725,-42.240513,4,6
-37.34686,-40.9174,2,6
-44.423344,21.989628,5,8
-16.246124,-17.488768,0,1
37.376217,-9.914113,0,4
-26.449131,-42.40503,4,6
17.057068,-0.6510093,6,7
26.494713,32.336353,3,0
-45.613094,25.30375,1,8
41.76934,-8.956435,7,8
-7.2219768,15.241756,6,7
-45.1742,-31.743025,6,6
-25.240845,-52.70453,6,6
13.822858,39.605404,7,1
-43.138634,-40.23147,8,6
-44.655346,-25.15625,3,6
31.641048,-8.152556,8,4
-39.451603,23.495184,0,1
-37.36764,-28.206554,1,6
-20.489935,-30.677832,6,6
42.976532,9.754162,6,2
13.7879715,22.923393,7,0
-28.9864,-41.330376,5,6
-0.661781,-7.0823236,3,7
6.750437,25.65776,7,0
-32.35287,-42.965763,4,6
17.683348,3.1003354,3,7
-23.117847,-26.440279,4,6
-17.728226,-37.68792,6,6
10.158235,-3.7955363,0,3
9.681914,-1.3360722,8,3
37.8202,20.49322,7,4
-29.713188,-40.478355,0,6
-24.36573,-29.89577,2,6
15.558334,-14.039777,5,7
20.102167,10.371192,7,7
46.236507,19.543804,1,0
43.933434,14.026368,0,0
1.4875406,13.101355,7,7
20.411463,34.366367,7,7
-15.588837,-18.34774,0,1
38.97444,3.1807337,5,4
25.11828,10.119224,7,7
22.97357,23.520233,7,0
-40.043644,-29.505577,1,6
-51.83904,-3.6306055,4,4
45.261986,7.9149895,4,0
4.561618,24.755472,7,5
7.747019,-20.249866,2,3
18.96589,23.625555,0,0
-7.4464393,15.492799,6,7
